Title,Price,Price Without Discount,Main Image,Images,Rating Score,Review Count
Dreame V10 Pro Dikey Kablosuz Şarjlı Süpürge(Genpa Garantili),3199.90,-,https://productimages.hepsiburada.net/s/194/550/110000161708542.jpg,"['https://productimages.hepsiburada.net/s/194/550/110000161697035.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161816877.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161708543.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161711740.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161816878.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161726588.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161708544.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161711685.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161726589.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161722788.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161749630.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000162346202.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161767575.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000162346203.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161689693.jpg', 'https://productimages.hepsiburada.net/s/194/550/110000161689694.jpg']",4.9,21
